lat,lon
37.4788,-118.845
38.9897,-111.369
37.6448,-118.948
37.642,-118.948
38.8363,-122.799
38.8388,-122.805
36.215,-118.32
37.537,71.909
38.9882,-111.373
37.478,-118.847
46.1953,-122.197
39.4317,-111.216
47.5988,-118.983
39.8453,-122.112
46.7888,-121.941
47.7593,-122.801
37.4903,-118.845
47.4978,-123.484
37.8943,-113.406
37.6517,-118.954
63.3251,-150.319
38.7585,-122.732
52.7211,-169.445
37.4257,-118.847
37.9605,-118.611
16.456,-98.296
52.7088,-169.393
37.5783,-118.828
61.8685,-148.732
37.4553,-118.841
60.6408,-151.013
36.8282,-121.413
37.6335,-119.041
61.4878,-148.067
37.515,-119.328
-2.82,127.435
35.0433,-117.667
37.6393,-118.879
38.831,-122.807
38.8345,-122.835
38.8333,-122.808
37.6528,-118.889
38.809,-122.812
40.1748,-121.292
18.176,-67.3669
63.9382,-148.77
38.8183,-122.8
64.1865,-152.603
60.0727,-142.004
36.0325,-117.78
37.577,-118.99
38.8155,-122.821
37.6383,-118.879
36.214,-118.32
36.438,-121
38.8418,-122.794
37.6463,-118.942
2.725,127.53
37.6365,-118.925
32.5398,-115.65
33.4998,-116.747
16.435,-98.235
33.2132,-115.649
-17.626,-178.865
53.618,-166.488
51.6466,-175.275
58.1647,-155.282
38.8335,-122.809
33.3213,-116.82
16.622,-98.215
38.8345,-122.878
18.929,-107.642
38.8362,-122.807
33.9208,-116.774
16.281,-98.563
61.0629,-152.453
35.6553,-121.016
-22.676,-66.339
37.5392,-118.921
37.4282,-121.764
38.8328,-122.81
37.6348,-118.874
33.1835,-115.606
35.0303,-117.688
37.5113,-118.869
37.5363,-118.865
37.8755,-122.251
38.7523,-122.702
60.2171,-152.429
38.7593,-122.717
63.074,-150.972
62.1491,-152.225
37.5075,-118.869
37.4917,-118.846
63.2193,-151.373
-33.844,-72.178
40.33,-124.083
46.198,-122.188
37.438,-118.561
38.798,-122.758
33.9967,-116.984
18.0319,-66.8992
37.4413,-118.558
-5.206,-80.597
63.5979,-150.602
38.7812,-122.712
38.7723,-122.725
35.91,139.775
62.9564,-151.031
63.2387,-150.667
34.2113,-117.644
38.7795,-122.771
38.7768,-122.77
34.033,-116.856
38.776,-122.726
36.0355,-117.775
8.3,126.59
37.5113,-118.87
63.5264,-149.003
16.739,-98.244
63.2501,-150.704
38.8478,-122.821
34.0315,-116.856
33.361,-116.396
59.4014,-152.945
33.9872,-116.838
38.8217,-122.799
38.8228,-122.792
-4.358,153.452
-19.638,-69.093
34.1582,-117.429
33.8562,-116.155
34.635,-95.875
36.6725,-121.302
38.85,-122.823
33.3665,-116.877
33.3675,-116.878
33.3675,-116.882
38.8318,-122.808
63.0563,-150.89
63.2185,-150.681
33.8575,-116.156
38.8352,-122.776
-5.23,-76.591
38.7652,-122.747
38.8262,-122.828
37.9047,-122.006
38.8385,-122.842
33.4913,-116.763
38.8343,-122.791
38.8355,-122.792
61.1182,-152.379
37.9048,-122.059
34.02,-116.594
38.8323,-122.792
60.8866,-151.612
-4.351,153.454
33.3627,-116.393
-7.065,125.39
38.7792,-122.698
38.8115,-122.796
40.36,142.456
38.8387,-122.79
37.8717,-114.748
33.4893,-116.754
38.8173,-122.791
38.8203,-122.827
11.644,-86.812
38.8123,-122.811
60.6681,-151.455
38.8118,-122.821
33.4623,-116.419
47.7538,-113.765
37.4947,-118.86
33.8535,-116.155
37.4087,-119.046
33.357,-116.349
37.2407,-118.743
59.7668,-153.49
40.288,-121.427
37.5098,-118.893
38.81,-122.809
64.9284,-149.363
33.8572,-116.154
37.525,-118.823
33.8572,-116.154
38.812,-122.792
33.8588,-116.155
37.7233,-118.81
33.8553,-116.157
38.8353,-122.825
37.6385,-118.894
35.6882,-117.622
47.8928,-122.185
62.2989,-149.82
33.8542,-116.155
32.1785,-115.255
36.0567,-117.847
38.8135,-122.816
62.1348,-152.41
66.7472,-146.516
54.1651,-163.499
63.3272,-145.011
64.4975,-148.409
61.1021,-149.807
64.8885,-148.638
60.7412,-147.173
63.3084,-151.253
66.5768,-149.251
61.7334,-146.594
59.8942,-152.666
61.0724,-151.037
60.0673,-153.052
59.9714,-151.592
60.2312,-153.179
63.5386,-151.06
38.8115,-122.792
38.8298,-122.808
33.855,-116.153
38.8065,-122.823
63.1952,-144.845
63.4834,-151.356
58.4052,-154.592
64.4437,-147.321
58.0772,-151.473
66.6997,-143.804
68.3184,-148.046
61.9188,-149.636
63.9562,-148.662
63.5191,-151.106
64.9916,-147.363
62.0505,-149.333
53.607,-162.761
63.7113,-150.78
60.0007,-152.459
61.6902,-149.805
54.653,-161.762
63.3195,-151.303
64.4429,-147.324
61.9251,-148.796
63.5131,-151
64.4438,-147.318
62.6008,-152.599
51.341,-173.946
59.8828,-152.896
61.0656,-152.438
67.182,-146.004
62.5798,-150.672
55.3901,-159.396
61.0967,-152.518
63.1525,-149.482
61.0712,-152.323
59.4134,-153.125
63.0527,-148.153
19.4142,-154.978
40.9348,-111.606
37.4107,-119.042
38.8017,-122.82
63.5618,-150.781
33.85,-116.141
37.5475,-118.876
38.8258,-122.853
33.862,-116.159
36.2017,-118.322
33.4613,-116.443
32.6527,-115.718
38.8105,-122.74
19.4012,-155.293
38.8258,-122.854
33.852,-116.14
38.8092,-122.817
19.3613,-155.22
36.0052,-117.795
36.0993,-117.844
33.581,-116.755
19.0577,-155.367
37.637,-118.924
33.4602,-116.587
33.2575,-116.365
53.6769,-162.725
41.1328,-111.577
38.8183,-122.814
38.5204,-119.303
34.8083,-118.927
34.8067,-118.923
39.4335,-111.217
36.2122,-118.321
32.9012,-117.751
33.1667,-115.614
33.9725,-117.195
36.0142,-117.789
33.711,-116.815
46.1933,-123.034
35.0393,-117.68
4.887,96.161
33.6633,-116.713
33.8562,-116.151
36.0295,-120.586
39.4263,-111.212
38.8422,-122.824
37.502,-118.867
36.6737,-121.304
37.9997,-122.252
36.7903,-121.308
37.7265,-118.805
32.5945,-116.992
37.9103,-77.996
5.138,127.25
33.6523,-116.715
47.7267,-122.5
33.6273,-116.687
43.6798,-121.305
44.733,-111.11
44.7302,-111.098
36.56,-121.159
62.9116,-148.212
38.8242,-122.781
37.4443,-118.749
33.8567,-116.154
39.1041,-118.619
38.816,-122.797
38.8348,-122.778
37.3847,-118.392
38.8357,-122.774
38.8363,-122.776
33.6762,-116.749
38.8393,-122.772
38.8228,-122.802
37.6502,-118.946
32.768,-115.442
48.7778,-122.101
38.8183,-122.795
36.1335,-121.678
38.81,-122.789
33.7107,-116.747
64.9919,-147.389
39.021,-122.587
37.3285,-122.104
35.0383,-117.676
38.7555,-122.735
58.1074,-154.88
37.5915,-119.045
33.8542,-116.156
38.843,-122.827
38.8425,-122.824
33.8555,-116.156
35.6962,-121.133
36.9373,-121.444
37.4988,-118.853
-5.654,133.876
38.9633,-122.699
38.8228,-122.778
33.8545,-116.156
37.4823,-118.897
37.5287,-118.83
38.8468,-122.799
38.8317,-122.796
36.008,-120.563
33.8538,-116.152
37.9,29.432
38.745,-122.712
36.5617,-121.16
33.8577,-116.157
33.8607,-116.155
38.8205,-122.791
35.836,-121.574
33.8535,-116.153
37.8773,-122.26
37.238,-119.911
63.2088,-150.732
36.7313,-120.728
38.7933,-122.755
33.8527,-116.153
38.3093,-119.153
33.2227,-116.716
40.5275,-127.057
36.8423,-119.346
37.1357,-121.539
38.823,-122.831
47.6552,-121.867
48.0037,-122.715
38.8153,-122.799
37.5937,-119.039
33.8552,-116.15
37.6543,-118.858
36.5603,-121.158
38.8162,-122.796
19.014,-103.406
38.8312,-122.809
38.814,-122.796
33.8548,-116.156
63.1608,-149.641
33.8555,-116.152
60.0878,-153.083
38.8405,-122.829
6.231,-82.702
18.1026,-63.764
33.8547,-116.154
18.5596,-67.508
33.854,-116.155
33.8555,-116.154
60.5836,-149.064
33.0142,-116.347
62.3826,-150.947
33.5947,-116.635
64.6487,-147.648
38.7767,-122.757
37.66,-118.859
38.8223,-122.806
63.491,-147.378
33.8557,-116.152
33.8542,-116.156
63.4669,-147.535
19.6949,-64.486
33.3595,-116.957
60.0388,-153.23
60.9432,-150.844
33.8623,-116.153
33.8562,-116.16
38.8357,-122.782
38.788,-122.759
36.0317,-117.859
38.8242,-122.85
36.9593,-121.579
33.5925,-116.636
33.8532,-116.155
38.884,43.569
38.8428,-122.799
33.8562,-116.155
36.5762,-121.028
63.2285,-151.385
38.7072,-119.606
38.7977,-122.819
38.7762,-122.751
33.8582,-116.154
33.86,-116.156
64.7842,-149.091
32.6803,-115.707
33.8542,-116.156
33.8565,-116.16
38.8162,-122.832
38.8033,-122.826
18.8125,-64.3249
33.8632,-116.158
38.8088,-122.742
34.2203,-117.409
34.2202,-117.413
39.5668,-120.022
33.8598,-116.157
63.5445,-147.13
62.5413,-149.024
37.2425,-121.626
32.5545,-115.674
36.0883,-117.61
38.8093,-122.74
36.5661,-89.8455
33.0163,-116.45
33.8503,-116.155
33.8592,-116.16
38.8105,-122.827
34.0175,-116.419
42.5278,-123.151
33.8638,-116.162
38.7802,-122.78
44.7403,-111.107
44.7397,-111.106
33.8598,-116.161
63.5119,-149
63.5215,-148.995
38.8003,-122.823
45.2813,-112.557
63.5091,-148.985
33.8585,-116.154
38.8085,-122.829
33.8468,-117.492
44.735,-111.11
33.8435,-116.172
7.405,-34.543
32.7122,-115.956
19.2117,-155.533
33.4963,-116.455
38.813,-122.817
64.8322,-147.495
44.7373,-111.109
36.0815,-117.893
39.0002,-111.375
39.226,41.051
33.861,-116.165
37.6575,-118.855
62.6829,-150.255
33.9848,-118.219
36.0328,-117.493
34.63,-116.557
47.8187,-123.014
33.86,-116.147
33.8555,-116.159
38.9898,-111.378
37.597,-119.044
38.8343,-122.806
37.6613,-118.858
52.8148,-169.588
19.3745,-155.237
35.0445,-118.32
33.8548,-116.151
39.439,-111.233
47.3998,-123.317
60.1248,-152.589
37.3372,-122.194
35.0302,-117.674
36.0208,-120.581
44.738,-111.111
39.6312,-110.389
38.825,-122.8
-3.131,139.789
19.319,-155.186
39.4312,-111.212
19.9078,-155.221
33.8632,-116.157
35.9838,-117.912
39.4343,-111.209
39.6022,-121.573
33.4665,-116.575
38.8212,-122.826
39.4238,-111.21
33.8587,-116.153
61.3509,-146.709
-4.03,152.091
38.7768,-122.721
34.0095,-116.76
33.6393,-116.678
33.6373,-116.683
32.6155,-115.816
38.8075,-122.792
33.8522,-116.153
19.411,-155.273
33.6637,-116.701
37.5023,-118.867
32.627,-115.814
37.6603,-118.861
49.3778,-120.46
19.3952,-155.373
33.2338,-115.638
33.8585,-116.155
33.8602,-116.153
36.6622,-121.287
37.6452,-119.026
19.284,-155.385
37.277,-121.66
36.2185,-118.325
61.3851,-146.754
35.668,-121.364
38.7915,-122.749
19.4818,-155.436
33.8618,-116.162
36.6725,-121.304
36.8843,-121.615
37.3717,-121.743
55.823,162.47
19.52,-92.985
63.1115,-151.512
36.873,142.004
20.473,-93.024
34.0262,-117.1
-16.358,177.858
64.9726,-147.386
32.9648,-115.553
36.944,36.937
35.6092,-118.465
36.9775,-121.625
36.0285,-117.797
36.9808,-121.628
36.1018,-117.932
33.8553,-116.149
38.7768,-122.72
38.5645,-122.443
38.7738,-122.724
36.7635,-121.273
38.7135,-122.678
35.8947,-117.164
38.8372,-122.793
38.7788,-122.743
33.7623,-116.133
63.1111,-151.493
63.1179,-151.504
38.823,-122.818
38.811,-122.743
38.8428,-122.839
61.7226,-150.764
38.8158,-122.82
61.507,-150.795
61.7101,-150.733
38.7935,-122.748
38.7527,-122.724
38.8405,-122.83
61.0465,-146.482
38.7965,-122.767
33.3598,-116.397
36.3905,-120.426
38.8312,-122.806
38.8372,-122.785
36.8913,-119.319
37.836,-121.787
40.1687,-121.28
38.1837,-119.297
39.4195,-122.953
33.858,-116.155
38.6707,-119.56
62.8302,-148.201
-10.323,123.768
36.2172,-118.32
33.859,-116.159
38.8212,-122.792
33.9643,-117.224
19.336,-155.323
62.2888,-148.458
38.75,-122.691
38.8135,-122.81
14.536,-92.801
38.834,-122.811
63.1465,-150.624
49.335,-120.475
61.377,-146.724
38.7508,-122.705
6.243,-82.553
36.189,4.564
38.7603,-122.73
39.3987,-122.906
60.7141,-147.165
53.192,160.258
33.8558,-116.156
60.1602,-152.472
33.8535,-116.158
36.693,71.25
60.9841,-150.915
38.8148,-122.813
59.778,-152.051
63.604,-147.524
33.8562,-116.167
38.837,-122.807
38.8168,-122.793
33.855,-116.156
33.8483,-116.154
38.8342,-122.811
62.9107,-143.648
62.1961,-149.978
37.2582,-121.637
37.259,-121.638
38.7925,-122.73
33.17,-115.624
59.9572,-152.418
19.7,-65.2126
37.2593,-121.641
63.4844,-151.921
19.5352,-67.2003
37.8618,-122.249
33.8768,-116.176
38.8205,-122.822
46.1593,-122.573
33.3425,-116.338
38.8303,-122.809
31.54,-106.054
37.8638,-122.249
37.2565,-121.637
37.8673,-122.258
38.8317,-122.809
33.532,-116.524
38.8255,-122.805
60.296,-152.756
38.8258,-122.802
19.3807,-155.247
39.3942,-122.911
62.0084,-150.87
38.7905,-122.778
38.8305,-122.796
38.8253,-122.796
38.8233,-122.797
35.9285,-120.479
38.8387,-122.776
38.8253,-122.796
36.6712,-121.303
33.8552,-116.16
32.4672,-116.277
36.74,-121.401
62.1836,-145.537
38.8192,-122.828
61.0047,-146.467
40.036,-123.775
39.4317,-111.211
39.4285,-111.228
33.3208,-116.817
44.6552,-110.424
48.1333,-113.066
45.281,-112.589
47.7511,-113.309
46.9606,-113.316
44.7208,-112.102
47.752,-113.778
39.4262,-111.213
39.4263,-111.214
39.6268,-110.494
33.8525,-116.155
33.8572,-116.154
33.4853,-116.748
39.4282,-111.212
62.2904,-151.353
46.4125,-119.27
46.1758,-122.577
44.438,-110.419
45.0313,-122.428
44.437,-110.418
32.6715,-115.953
45.881,-111.275
33.3632,-116.394
44.4367,-110.421
44.4365,-110.421
38.8417,-122.84
35.3915,-119.941
38.8272,-122.793
33.4652,-116.903
33.7168,-116.77
33.3978,-116.841
38.8383,-122.793
34.3197,-116.877
41.5828,-121.63
33.8538,-116.155
38.842,-122.773
33.8535,-116.16
64.835,-148.852
33.855,-116.149
63.4878,-151.365
33.859,-116.16
39.4358,-111.184
61.808,-149.415
33.8573,-116.154
56.4075,-156.489
41.3615,-122.082
61.6888,-149.68
33.5278,-116.745
51.6555,-175.935
38.8382,-122.797
38.8238,-122.805
33.8603,-116.157
41.5947,-121.528
33.8432,-117.499
36.0458,-117.864
39.4332,-111.207
60.4709,-152.304
38.8152,-122.817
58.618,-152.832
61.4105,-151.528
61.1765,-152.264
61.7263,-149.892
61.4002,-146.788
62.0218,-152.046
59.7833,-152.81
54.2729,-165.109
64.3831,-149.66
65.0748,-148.564
65.1639,-148.535
59.4133,-152.564
61.5778,-138.031
53.1859,-166.747
52.8644,-169.715
52.7022,-169.576
53.4718,-162.716
54.06,-163.273
63.17,-150.749
64.1287,-150.082
53.6378,-165.555
61.5352,-151.227
52.9036,-169.806
59.9246,-141.407
65.9112,-150.266
38.8337,-122.803
53.4906,-164.959
53.5308,-162.796
55.8801,-159.23
60.3612,-152.691
63.5099,-148.976
63.2633,-151.078
60.853,-150.709
63.8361,-149.276
61.3019,-146.772
63.1678,-150.787
62.8814,-149.846
53.607,-162.852
63.3073,-150.486
63.1484,-150.908
63.3277,-151.33
62.5327,-151.932
54.8373,-160.59
61.1273,-152.093
60.938,-150.81
59.8916,-152.854
61.7414,-133.945
62.8963,-149.982
59.609,-152.958
60.1008,-153.102
63.2047,-150.704
54.5588,-161.62
62.8598,-151.031
60.0247,-152.856
61.8662,-151.968
61.7432,-149.922
57.4812,-153.527
60.0041,-152.656
63.445,-150.162
63.8035,-149.218
61.3462,-150.367
61.6262,-149.787
63.0761,-151.289
62.2974,-150.821
53.5782,-162.827
61.3538,-146.792
62.9762,-150.446
61.5394,-146.57
62.2806,-148.6
41.6205,-121.583
38.8327,-122.802
38.83,-122.777
38.8335,-122.803
33.7862,-120.023
38.837,-122.802
38.8428,-122.788
38.8358,-122.805
39.2562,-123.135
38.8222,-122.811
38.8345,-122.803
38.829,-122.809
38.835,-122.803
38.8372,-122.806
38.8375,-122.805
38.8297,-122.808
33.6417,-116.694
38.8458,-122.817
37.3272,-122.112
33.8542,-116.156
36.2782,-117.409
38.8087,-122.829
35.752,-117.641
37.5832,-119.006
39.3758,-111.911
33.3643,-116.394
38.821,-122.81
38.8078,-122.81
39.4352,-111.205
39.4293,-111.209
39.4288,-111.204
36.9603,-121.588
38.8413,-122.84
63.4052,-145.02
33.376,-116.876
33.7932,-120.019
18.339,-67.8775
37.4827,-118.863
61.4003,-146.679
59.823,-152.024
51.4321,-173.941
61.5689,-146.439
61.2354,-150.279
59.7753,-139.18
53.5978,-162.896
50.0124,-178.54
63.1129,-151.483
61.6995,-149.238
61.3621,-146.766
62.2395,-149.664
63.1768,-144.547
59.9077,-152.853
58.6565,-152.371
58.2425,-155.197
61.2929,-147.667
53.6566,-162.908
61.4492,-148.322
61.3788,-146.833
54.1085,-163.616
53.589,-162.719
59.7978,-139.139
53.5781,-162.831
61.3965,-149.28
54.1017,-164.232
62.2196,-154.284
61.6881,-148.412
63.0491,-144.224
63.9826,-147.505
62.0487,-147.508
63.4258,-151.333
65.0554,-143.351
58.1853,-151.189
66.3284,-158.048
64.528,-149.352
58.6083,-137.136
56.6691,-157.803
60.3411,-138.793
66.6665,-150.809
54.6483,-162.831
62.659,-136.579
61.5931,-146.259
59.7428,-152.797
59.6837,-152.555
64.6392,-147.006
55.2367,-157.889
64.8353,-147.824
63.1335,-151.554
61.0738,-151.149
62.6473,-148.99
38.8153,-122.819
62.1656,-145.607
63.145,-149.326
66.2403,-142.159
64.613,-147.059
19.1417,-65.0709
37.3948,-118.547
62.8253,-149.959
33.644,-116.816
40.0277,-121.428
35.9202,-117.633
33.859,-116.155
37.4953,-118.853
39.7402,-123.611
46.2248,-122.477
38.8247,-122.805
33.227,-116.758
60.1504,-152.425
40.1725,-121.285
38.7937,-122.773
64.4966,-146.93
35.7525,-117.635
33.8555,-116.147
64.9887,-147.386
35.9695,-117.948
33.8598,-116.156
33.8597,-116.156
33.857,-116.156
36.5922,-121.105
38.082,-122.248
36.5793,-121.144
36.2075,-118.328
36.1983,-118.334
35.7623,-117.669
36.5892,-121.202
38.853,-122.798
19.327,-155.192
38.8397,-122.803
33.6773,-116.727
38.8317,-122.805
19.4088,-155.282
33.8622,-116.163
37.5928,-119.006
37.9868,-122.458
36.2032,-118.323
36.6633,-121.295
35.5247,-120.827
39.7435,-123.604
37.4805,-118.556
39.2545,-123.137
33.8513,-116.162
16.315,-97.903
39.7427,-123.609
63.4226,-147.301
37.4937,-118.856
36.4038,-116.979
19.4097,-155.109
63.3918,-144.995
38.8272,-122.855
38.8338,-122.802
36.5565,-121.121
38.8142,-122.795
38.7603,-122.742
36.5565,-121.121
38.84,-122.829
36.5552,-121.123
60.2341,-141.737
19.2272,-155.391
37.4446,-115.958
36.559,-121.118
36.5555,-121.12
33.3623,-116.412
38.7555,-122.697
60.0193,-153.042
59.8568,-141.176
36.5565,-121.123
36.5542,-121.121
38.8132,-122.829
61.5989,-146.343
36.5553,-121.124
45.789,141.941
36.5523,-121.122
59.8398,-141.276
38.8387,-122.84
63.3212,-151.379
63.5004,-151.037
38.836,-122.785
-6.556,129.109
60.72,-150.077
2.005,97.879
33.857,-116.165
38.8293,-122.796
61.8171,-150.652
38.7552,-122.742
33.3437,-116.365
51.519,16.185
36.5585,-121.12
38.8403,-122.775
38.8377,-122.775
38.7943,-122.78
38.8363,-122.831
38.7953,-122.748
38.8117,-122.812
32.3118,-115.585
64.836,-148.999
-21.281,-174.414
38.8287,-122.808
61.9144,-154.723
64.6834,-149.338
36.5565,-121.124
38.8358,-122.806
33.329,-116.4
38.8407,-122.826
38.8282,-122.807
30.406,138.558
38.822,-122.858
38.847,-122.821
39.0592,-119.982
38.8262,-122.822
63.3115,-150.736
37.3938,-118.548
63.3529,-145.436
38.8322,-122.775
-38.284,-74.988
36.4708,-121.046
40.7378,-124.837
38.8213,-122.806
32.2675,-115.38
38.4997,-122.628
59.9069,-153.621
36.5543,-121.122
32.9938,-116.318
63.2813,-144.905
63.4802,-151.208
62.7575,-149.461
38.842,-122.839
47.5858,-122.207
63.4616,-146.059
37.5952,-119.004
38.7808,-122.757
46.4327,-122.259
46.5003,-122.427
40.2577,-121.157
46.9945,-114.558
45.7651,-113.591
42.77,-111.322
47.7538,-113.78
47.753,-113.776
38.8367,-122.85
14.886,-93.099
40.2602,-121.15
33.8523,-116.155
47.6155,-122.485
38.84,-122.838
38.8407,-122.839
-4.566,153.502
33.8525,-116.147
35.652,-97.179
19.8693,-155.533
39.429,-111.216
52.2865,-164.697
40.5978,-122.198
32.124,-115.188
46.9496,-113.311
47.4408,-113.028
41.5403,-112.435
39.4312,-111.212
39.4357,-111.207
63.4202,-151.513
37.659,-118.942
38.8393,-122.809
33.05,-116.453
-36.936,-73.845
38.8418,-122.825
33.8432,-116.148
36.5643,-121.114
37.6302,-118.924
19.1499,-64.6689
19.4068,-155.28
